date,btc_p,ltc_p,eth_p,xrp_p,doge_p,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %,wti_oil_pprice,brent_oil_p,gold_p,silver_p,steel_price,LIBOR,eonia,fed_rate
03/08/2016,540.0,3.59459,8.6,0.00794937,0.000219746,0.7503,0.21%,0.897,0.71%,6.6342,0.11%,101.23,0.34%,40.8,43.1,1364.7,20.471,2.7415,0.372,-0.234,0.36
04/08/2016,569.82,3.73,10.37108,0.00667077,0.000210978,0.763,1.69%,0.8985,0.17%,6.6418,0.11%,101.22,-0.01%,41.92,44.29,1367.4,20.443,2.8414,0.3775,-0.334,0.37
08/08/2016,595.0,3.73319,10.9762,0.00602678,0.000236832,0.7669,0.25%,0.9015,-0.07%,6.6614,0.08%,102.44,0.62%,43.06,45.39,1341.3,19.805,2.7998,0.4189,-0.342,0.4
09/08/2016,591.831,3.60152,11.23323,0.0059016,0.000227986,0.7691,0.29%,0.8993,-0.24%,6.6557,-0.09%,101.89,-0.54%,42.78,44.98,1346.7,19.85,2.8664,0.42211,-0.337,0.4
11/08/2016,591.0,3.76567,12.22799,0.00820628,0.000229345,0.7719,0.43%,0.8979,0.36%,6.6277,-0.16%,101.95,0.66%,43.51,46.04,1350.0,20.02,2.8914,0.434,-0.344,0.41
12/08/2016,588.01,3.78506,11.7128,0.00709728,0.000214565,0.7738,0.25%,0.896,-0.21%,6.6353,0.11%,101.31,-0.63%,44.47,46.97,1343.2,19.703,2.7998,0.43311,-0.346,0.41
15/08/2016,570.56,3.60656,11.1389,0.00604495,0.000238369,0.7764,0.34%,0.8942,-0.20%,6.638,0.04%,101.25,-0.06%,45.72,48.35,1347.5,19.847,2.8998,0.41889,-0.346,0.4
16/08/2016,566.521,3.55202,11.18251,0.00614018,0.000258418,0.7665,-1.28%,0.8866,-0.85%,6.6253,-0.19%,100.31,-0.93%,46.57,49.23,1356.9,19.874,2.7248,0.41778,-0.336,0.4
17/08/2016,579.61,3.6399,11.21,0.00610892,0.000246971,0.7667,0.03%,0.8859,-0.08%,6.6343,0.14%,100.27,-0.04%,46.81,49.85,1348.8,19.648,2.6748,0.41722,-0.338,0.4
18/08/2016,573.28,3.62985,10.777,0.0061217,0.00024715,0.7594,-0.95%,0.8808,-0.58%,6.6312,-0.05%,99.89,-0.38%,48.2,50.89,1357.2,19.74,2.5915,0.41722,-0.339,0.4
19/08/2016,575.56,3.58214,10.799,0.00611939,0.00023269,0.7648,0.71%,0.8829,0.24%,6.6532,0.33%,100.22,0.33%,48.48,50.88,1346.2,19.449,2.5915,0.41556,-0.342,0.4
22/08/2016,581.53,3.61525,11.17001,0.00600015,0.000229018,0.7611,-0.48%,0.8835,0.07%,6.6507,-0.04%,100.33,0.11%,46.8,49.16,1343.4,18.998,2.4081,0.41667,-0.341,0.4
23/08/2016,584.99,3.67618,11.041,0.00601941,0.00022731,0.7577,-0.45%,0.8846,0.12%,6.6409,-0.15%,100.25,-0.08%,47.54,49.96,1346.1,19.065,2.3915,0.41778,-0.34,0.4
24/08/2016,583.38,0.0,11.0768,0.00605151,0.00023097,0.7557,-0.26%,0.8878,0.36%,6.6591,0.27%,100.44,0.19%,46.29,49.05,1329.7,18.688,2.2332,0.41833,-0.339,0.4
25/08/2016,582.109,0.0,11.09,0.00607912,0.000229429,0.7581,0.32%,0.8863,-0.17%,6.6593,0.00%,100.53,0.09%,46.97,49.67,1324.6,18.615,2.2582,0.41989,-0.341,0.4
26/08/2016,576.94,0.0,11.337,0.00603018,0.000231181,0.7612,0.41%,0.8931,0.77%,6.6719,0.19%,101.83,1.29%,47.64,49.92,1325.9,18.745,2.2165,0.41833,-0.343,0.4
30/08/2016,575.492,3.81881,10.9505,0.00602617,0.000233264,0.7644,0.17%,0.8975,0.41%,6.6812,0.05%,102.97,1.03%,46.32,48.37,1316.5,18.673,2.2665,0.41944,-0.341,0.4
31/08/2016,578.96,3.79,11.2999,0.00601237,0.000235063,0.7611,-0.43%,0.8962,-0.14%,6.6793,-0.03%,103.42,0.44%,44.68,47.04,1311.4,18.707,2.1915,0.41944,-0.329,0.3
02/09/2016,572.0,0.0,12.0,0.00781542,0.000291881,0.7523,-0.19%,0.8963,0.36%,6.6805,0.13%,103.99,0.72%,44.39,46.83,1326.7,19.366,2.4248,0.3771,-0.237,0.38
06/09/2016,0.0,0.0,0.0,0.00578756,0.000265293,0.744,-1.01%,0.8884,-0.98%,6.6755,-0.02%,102.02,-1.37%,44.85,47.26,1354.0,20.138,2.4248,0.3856,-0.331,0.37
08/09/2016,617.335,4.0413,11.58,0.00616306,0.000236527,0.752,0.32%,0.8881,-0.17%,6.6643,0.03%,102.5,0.76%,47.63,49.99,1341.6,19.678,2.3831,0.4188,-0.338,0.4
09/09/2016,630.039,4.03844,11.40003,0.00586911,0.00023038,0.7537,0.23%,0.8903,0.25%,6.6781,0.21%,102.69,0.19%,45.88,48.01,1334.5,19.368,2.1582,0.42156,-0.342,0.4
12/09/2016,609.153,3.93158,11.75498,0.00713467,0.000212465,0.7498,-0.52%,0.8901,-0.02%,6.6801,0.03%,101.86,-0.81%,46.28,48.32,1325.6,19.0,2.1998,0.43422,-0.348,0.41
13/09/2016,611.107,0.0,11.95849,0.00588601,0.000225249,0.7579,1.08%,0.8912,0.12%,6.6794,-0.01%,102.56,0.69%,44.91,47.1,1323.7,18.975,1.9998,0.421,-0.346,0.4
14/09/2016,615.289,3.85124,11.96181,0.00596128,0.000225513,0.7556,-0.30%,0.8889,-0.26%,6.6734,-0.09%,102.42,-0.14%,43.62,45.85,1326.1,19.066,2.0248,0.42211,-0.342,0.4
15/09/2016,610.371,3.85707,11.96201,0.00830309,0.000233186,0.7554,-0.03%,0.8894,0.06%,6.6734,0.00%,102.09,-0.32%,43.85,46.59,1318.0,19.041,2.0498,0.42156,-0.345,0.4
16/09/2016,609.962,3.87113,12.08291,0.00744597,0.000250482,0.7692,1.83%,0.8963,0.78%,6.6734,0.00%,102.3,0.21%,43.04,45.77,1310.2,18.862,2.0248,0.42044,-0.346,0.4
19/09/2016,611.989,3.86699,12.49792,0.00685828,0.000235508,0.7675,-0.22%,0.8949,-0.16%,6.6685,-0.07%,101.94,-0.35%,43.34,45.95,1317.8,19.29,2.1165,0.42156,-0.347,0.4
20/09/2016,609.2,3.82635,13.2,0.00678526,0.000232174,0.77,0.33%,0.8965,0.18%,6.672,0.05%,101.71,-0.23%,43.85,45.88,1318.2,19.277,2.1498,0.42211,-0.346,0.4
21/09/2016,603.8,3.7594,14.43979,0.00682883,0.000231322,0.7676,-0.31%,0.8938,-0.30%,6.6721,0.00%,100.31,-1.38%,45.33,46.83,1331.4,19.768,2.2748,0.42211,-0.347,0.4
22/09/2016,0.0,0.0,13.7895,0.0068427,0.00022751,0.7647,-0.38%,0.8922,-0.18%,6.6648,-0.11%,100.75,0.44%,46.1,47.65,1344.7,20.099,2.2748,0.42322,-0.342,0.4
23/09/2016,595.37,3.76235,13.25,0.00721064,0.000224348,0.7708,0.80%,0.8908,-0.16%,6.6694,0.07%,101.0,0.25%,44.36,45.89,1341.7,19.81,2.2165,0.42322,-0.345,0.4
26/09/2016,599.998,3.73282,13.05,0.00796323,0.00022919,0.7707,-0.01%,0.8886,-0.25%,6.6689,-0.01%,100.33,-0.66%,45.6,47.35,1344.1,19.596,2.1915,0.42433,-0.345,0.4
27/09/2016,608.979,0.0,12.82151,0.00822923,0.000227515,0.7679,-0.36%,0.8917,0.35%,6.6701,0.02%,100.44,0.11%,44.65,45.97,1330.4,19.165,2.2165,0.42544,-0.343,0.4
28/09/2016,606.505,3.841,13.05083,0.00904786,0.000228644,0.7681,0.03%,0.8916,-0.01%,6.6752,0.08%,100.67,0.23%,47.07,48.69,1323.7,19.121,2.3915,0.42063,-0.346,0.4
29/09/2016,604.999,0.0,0.0,0.008914,0.000230549,0.7711,0.39%,0.8911,-0.06%,6.6673,-0.12%,101.03,0.36%,47.72,49.24,1326.0,19.188,2.2915,0.41989,-0.343,0.4
30/09/2016,607.305,3.88157,13.09,0.00883032,0.000234938,0.7706,-0.06%,0.8896,-0.17%,6.6716,0.06%,101.34,0.31%,47.72,49.06,1317.1,19.214,2.2998,0.42378,-0.329,0.29
03/10/2016,611.837,0.0,13.15611,0.00819045,0.000240696,0.7787,1.05%,0.892,0.27%,6.6716,0.00%,101.64,0.30%,48.8,50.89,1312.7,18.868,2.4581,0.3725,-0.242,0.36
05/10/2016,612.0,3.83365,13.26172,0.00627243,0.000219869,0.7844,-0.15%,0.8924,0.00%,6.6716,0.00%,103.5,0.59%,49.75,51.86,1268.6,17.695,2.4831,0.3845,-0.333,0.37
06/10/2016,614.956,3.86532,13.02,0.00573611,0.000260458,0.7927,1.06%,0.8969,0.50%,6.6716,0.00%,103.94,0.43%,50.44,52.51,1253.0,17.345,2.5248,0.3861,-0.329,0.37
10/10/2016,616.509,3.81841,12.06597,0.00797834,0.000227713,0.8089,0.57%,0.8978,0.57%,6.7074,0.54%,103.61,0.67%,49.76,53.14,1260.4,17.659,2.6248,0.42656,-0.345,0.4
11/10/2016,618.76,3.78278,11.76999,0.00813597,0.000228178,0.8249,1.98%,0.9046,0.76%,6.722,0.22%,103.52,-0.09%,50.72,52.41,1255.9,17.509,2.6331,0.43233,-0.353,0.41
13/10/2016,635.28,3.80419,11.85631,0.00798152,0.000226744,0.816,-0.39%,0.9044,-0.44%,6.7274,0.13%,103.69,-0.49%,50.47,52.03,1257.6,17.458,2.5581,0.431,-0.348,0.41
14/10/2016,634.243,3.91363,11.91,0.00876702,0.000226615,0.8206,0.56%,0.9115,0.79%,6.7288,0.02%,104.19,0.48%,50.35,51.95,1255.5,17.441,2.6415,0.43044,-0.35,0.41
17/10/2016,643.28,3.92236,11.97899,0.00803042,0.00022088,0.8208,0.02%,0.9091,-0.26%,6.7375,0.13%,103.89,-0.29%,49.97,51.52,1256.6,17.474,2.6498,0.43322,-0.352,0.41
18/10/2016,640.976,3.84934,12.01911,0.00835003,0.000221034,0.8132,-0.93%,0.9107,0.18%,6.7409,0.05%,103.86,-0.03%,50.3,51.68,1262.9,17.638,2.7498,0.43322,-0.349,0.41
19/10/2016,636.97,3.81174,12.568,0.00862711,0.000218594,0.8138,0.07%,0.9113,0.07%,6.7379,-0.04%,103.44,-0.40%,51.59,52.67,1269.9,17.663,2.6831,0.43378,-0.351,0.41
20/10/2016,631.5,3.8093,12.03679,0.00909187,0.000221065,0.8162,0.29%,0.9149,0.40%,6.7454,0.11%,103.95,0.49%,50.31,51.38,1267.5,17.549,2.6915,0.43322,-0.349,0.41
21/10/2016,630.05,3.77001,12.04775,0.00902918,0.000218363,0.8173,0.13%,0.9187,0.42%,6.7667,0.32%,103.83,-0.12%,50.61,51.78,1267.7,17.493,2.6665,0.43322,-0.348,0.41
24/10/2016,657.683,3.9,12.02002,0.00906492,0.000218913,0.8171,-0.02%,0.919,0.03%,6.7752,0.13%,104.19,0.35%,50.18,51.46,1263.7,17.604,2.7831,0.43211,-0.35,0.41
25/10/2016,652.63,3.84115,11.975,0.0088908,0.000219335,0.8205,0.42%,0.9184,-0.07%,6.7812,0.09%,104.23,0.04%,49.45,50.79,1273.6,17.78,2.8414,0.43433,-0.352,0.41
26/10/2016,655.889,3.86074,11.35,0.00883466,0.000216089,0.8166,-0.48%,0.9166,-0.20%,6.7712,-0.15%,104.47,0.23%,48.75,49.98,1266.6,17.626,2.7748,0.43433,-0.351,0.41
27/10/2016,677.318,3.95921,11.51,0.00848057,0.000217059,0.8222,0.69%,0.9177,0.12%,6.7851,0.21%,105.29,0.78%,49.71,50.47,1269.5,17.639,2.8164,0.43489,-0.354,0.41
28/10/2016,686.788,3.94638,11.5022,0.00814314,0.000216135,0.8206,-0.19%,0.9102,-0.82%,6.779,-0.09%,104.7,-0.56%,48.72,49.71,1276.8,17.796,2.8164,0.43544,-0.351,0.41
31/10/2016,700.917,4.04822,11.26309,0.00819595,0.000220261,0.8167,-0.48%,0.9106,0.04%,6.7758,-0.05%,104.82,0.11%,46.83,48.3,1273.1,17.796,2.8081,0.43344,-0.332,0.31
01/11/2016,698.919,4.03078,10.90001,0.00589466,0.000170692,0.8168,0.01%,0.9045,-0.67%,6.7665,-0.14%,104.16,-0.63%,46.66,48.14,1288.0,18.418,2.6248,0.3661,-0.236,0.36
02/11/2016,733.744,4.07164,10.7724,0.00781518,0.000289788,0.8128,-0.49%,0.9011,-0.38%,6.757,-0.14%,103.31,-0.82%,45.32,46.86,1308.2,18.693,2.5415,0.3715,-0.239,0.38
03/11/2016,747.07,4.11579,10.84707,0.00880278,0.00024101,0.8025,-1.27%,0.9005,-0.07%,6.7646,0.11%,102.98,-0.32%,44.66,46.35,1303.3,18.416,2.4915,0.3725,-0.242,0.36
04/11/2016,692.179,3.91627,10.91529,0.00604826,0.000214301,0.7988,-0.46%,0.8975,-0.33%,6.7565,-0.12%,103.14,0.16%,44.07,45.58,1304.5,18.371,2.4831,0.3792,-0.333,0.37
07/11/2016,715.497,3.9,10.951,0.0065339,0.000266849,0.8066,0.98%,0.9058,0.92%,6.7766,0.30%,104.47,1.29%,44.88,46.15,1279.4,18.151,2.6998,0.4137,-0.326,0.4
08/11/2016,707.345,3.90339,10.88468,0.00618942,0.000234973,0.8079,0.16%,0.907,0.13%,6.7874,0.16%,105.16,0.66%,44.96,46.04,1274.5,18.356,2.7831,0.4202,-0.344,0.4
10/11/2016,722.4,3.8256,10.6929,0.00823435,0.000230159,0.7965,-1.19%,0.9181,0.16%,6.8019,0.32%,106.83,1.10%,44.62,45.84,1266.4,18.737,2.7748,0.42767,-0.348,0.41
11/11/2016,714.0,3.80248,10.50006,0.00806511,0.000226798,0.7935,-0.38%,0.9212,0.34%,6.8125,0.16%,106.68,-0.14%,43.39,44.75,1224.3,17.382,2.5581,0.43233,-0.35,0.41
14/11/2016,701.67,3.86329,10.12356,0.00809752,0.00022317,0.8005,0.88%,0.9314,1.11%,6.8468,0.50%,108.42,1.63%,43.29,44.43,1221.7,16.893,2.6831,0.43344,-0.347,0.41
15/11/2016,706.994,3.85466,10.03473,0.00788052,0.000221789,0.8028,0.29%,0.9327,0.14%,6.8591,0.18%,109.17,0.69%,45.86,46.95,1224.5,17.043,2.7248,0.43289,-0.349,0.41
16/11/2016,711.31,3.9091,10.15551,0.00784161,0.000221047,0.8037,0.11%,0.9354,0.29%,6.8804,0.31%,109.08,-0.08%,45.56,46.63,1223.9,16.927,2.5415,0.43289,-0.356,0.41
17/11/2016,741.603,3.90765,10.04,0.00772664,0.000223726,0.8054,0.21%,0.9411,0.61%,6.8782,-0.03%,110.11,0.94%,45.37,46.49,1216.9,16.875,2.5498,0.43456,-0.349,0.41
18/11/2016,739.089,3.91457,9.92045,0.00777787,0.000217725,0.81,0.57%,0.9445,0.36%,6.8887,0.15%,110.95,0.76%,45.69,46.86,1208.7,16.721,2.6665,0.43367,-0.35,0.41
21/11/2016,729.677,3.83,9.5,0.0075663,0.000222126,0.8004,-1.19%,0.9408,-0.39%,6.8928,0.06%,110.83,-0.11%,47.48,48.9,1209.8,16.621,2.8331,0.43367,-0.349,0.41
22/11/2016,737.69,3.94959,9.64298,0.0074339,0.000224213,0.8049,0.56%,0.941,0.02%,6.89,-0.04%,111.12,0.26%,48.07,49.12,1214.1,16.735,3.0831,0.43367,-0.351,0.41
23/11/2016,749.76,3.94885,9.88088,0.00706124,0.000218521,0.804,-0.11%,0.9474,0.68%,6.9202,0.44%,112.52,1.26%,46.72,48.95,1192.4,16.485,3.1331,0.43422,-0.348,0.41
25/11/2016,738.44,3.86821,9.20754,0.00690204,0.000220455,0.8015,-0.20%,0.9446,-0.31%,6.9198,0.00%,113.08,-0.23%,46.72,47.24,1181.0,16.554,3.1248,0.43478,-0.35,0.41
28/11/2016,729.93,3.89175,8.99205,0.00700797,0.000217786,0.8054,0.49%,0.9421,-0.26%,6.9087,-0.16%,111.94,-1.01%,45.66,48.24,1193.8,16.675,3.2581,0.43422,-0.353,0.41
29/11/2016,734.17,3.8988,8.67695,0.00678022,0.000216629,0.8006,-0.60%,0.9391,-0.32%,6.8968,-0.17%,112.39,0.40%,45.29,46.38,1190.8,16.74,3.1414,0.43422,-0.351,0.41
30/11/2016,732.0,3.8548,8.12767,0.00672261,0.000214199,0.7996,-0.12%,0.9445,0.58%,6.8868,-0.14%,114.47,1.85%,49.41,50.47,1173.9,16.482,2.9414,0.43056,-0.343,0.31
01/12/2016,742.396,3.83729,8.55385,0.00585438,0.000179768,0.7942,-0.68%,0.9379,-0.70%,6.8865,0.00%,114.09,-0.33%,51.08,53.94,1169.4,16.506,2.8414,0.3661,-0.233,0.36
02/12/2016,752.489,3.90463,8.40341,0.00797939,0.000300687,0.7856,-1.08%,0.937,-0.10%,6.8865,0.00%,113.58,-0.45%,51.7,54.46,1177.8,16.832,2.8831,0.3708,-0.24,0.38
05/12/2016,769.0,3.9073,7.36101,0.00616706,0.000235389,0.7853,-0.04%,0.9291,-0.84%,6.881,-0.08%,113.84,0.23%,51.72,54.94,1176.5,16.899,2.9248,0.385,-0.342,0.37
07/12/2016,758.383,3.49076,7.75812,0.00634967,0.000265492,0.7921,0.43%,0.93,-0.33%,6.8805,-0.02%,113.77,-0.22%,49.85,53.0,1177.5,17.275,2.9748,0.4122,-0.324,0.4
08/12/2016,765.011,3.65,8.3242,0.00612276,0.000239099,0.7945,0.30%,0.9421,1.30%,6.8799,-0.01%,114.03,0.23%,50.84,53.89,1172.4,17.096,2.8748,0.4191,-0.347,0.4
09/12/2016,768.288,3.69703,8.19899,0.0058973,0.000226129,0.7952,0.09%,0.9468,0.50%,6.9077,0.40%,115.4,1.20%,51.51,54.33,1161.9,16.967,2.7581,0.421,-0.344,0.4
12/12/2016,771.681,3.65843,8.22716,0.00677783,0.00022215,0.7889,-0.79%,0.9404,-0.68%,6.9069,-0.01%,115.03,-0.32%,52.74,55.69,1165.8,17.187,2.6998,0.437,-0.35,0.41
13/12/2016,778.074,3.67072,8.52,0.00670823,0.00021553,0.79,0.14%,0.941,0.06%,6.9017,-0.08%,115.19,0.14%,52.99,55.72,1159.0,16.977,2.6831,0.437,-0.352,0.41
14/12/2016,778.72,3.67018,8.3943,0.0067046,0.000217147,0.7959,0.75%,0.949,0.85%,6.9051,0.05%,117.05,1.61%,51.01,53.9,1163.7,17.221,2.5581,0.43867,-0.351,0.41
15/12/2016,777.559,3.59731,8.21262,0.00666207,0.000215168,0.8053,1.18%,0.9603,1.19%,6.9443,0.57%,118.17,0.96%,50.9,54.02,1129.8,15.958,2.6915,0.67889,-0.356,0.66
16/12/2016,778.11,3.67356,7.75679,0.00671017,0.000216894,0.8002,-0.63%,0.9568,-0.36%,6.9603,0.23%,117.99,-0.15%,51.93,55.21,1137.4,16.215,2.6081,0.68389,-0.354,0.66
19/12/2016,794.041,3.71673,7.8803,0.00654461,0.000218057,0.8065,0.79%,0.9614,0.48%,6.9539,-0.09%,117.08,-0.77%,52.13,54.92,1142.7,16.089,2.4498,0.68111,-0.354,0.66
20/12/2016,792.52,3.62656,7.61649,0.00649956,0.000219223,0.8088,0.29%,0.9627,0.14%,6.9505,-0.05%,117.88,0.68%,52.22,55.35,1133.6,16.117,2.4498,0.68378,-0.354,0.66
21/12/2016,801.249,3.66615,7.65411,0.00644521,0.000227005,0.8095,0.09%,0.9593,-0.35%,6.9421,-0.12%,117.55,-0.28%,51.44,54.46,1133.2,15.979,2.4165,0.686,-0.353,0.66
22/12/2016,830.0,3.62212,7.82815,0.0063632,0.000225239,0.8142,0.58%,0.9582,-0.11%,6.9504,0.12%,117.54,-0.01%,51.98,55.05,1130.7,15.871,2.3915,0.68656,-0.354,0.66
23/12/2016,860.0,3.64677,7.57488,0.00628595,0.000236484,0.8135,-0.09%,0.9564,-0.19%,6.9464,-0.06%,117.35,-0.16%,52.01,55.16,1133.6,15.759,2.5331,0.69378,-0.356,0.66
28/12/2016,933.0,4.35,7.20999,0.00617283,0.000223304,0.818,0.38%,0.9604,0.43%,6.9593,0.10%,117.25,-0.14%,54.01,56.22,1140.9,16.038,2.6831,0.68656,-0.354,0.66
29/12/2016,978.001,4.56609,7.5484,0.00634061,0.000228483,0.8155,-0.31%,0.9532,-0.75%,6.9552,-0.06%,116.55,-0.60%,53.8,56.14,1158.1,16.218,2.7415,0.68822,-0.355,0.66
30/12/2016,974.32,4.42463,8.3,0.00642641,0.000227563,0.8105,-0.61%,0.9509,-0.24%,6.945,-0.15%,116.89,0.29%,53.75,56.82,1151.7,15.989,2.6915,0.69211,-0.329,0.55
03/01/2017,1017.791,4.55675,8.3965,0.00540783,0.000202775,0.8171,0.31%,0.961,0.52%,6.961,0.23%,117.75,0.19%,52.36,55.47,1162.0,16.409,2.9498,0.68167,-0.35,0.66
06/01/2017,1005.989,4.25,10.31859,0.333656996,0.00286663,0.8138,1.07%,0.9494,0.71%,6.9207,0.45%,116.92,1.35%,53.98,57.1,1173.4,16.519,2.8831,0.93111,-0.355,0.91
09/01/2017,916.939,4.03995,10.27581,0.248478994,0.00254337,0.8222,1.03%,0.9457,-0.39%,6.9375,0.24%,116.03,-0.76%,51.95,54.94,1184.9,16.683,2.9498,1.17722,-0.357,1.16
11/01/2017,909.516,4.67767,10.51713,0.194123998,0.00113767,0.8188,-0.30%,0.9449,-0.26%,6.9377,0.23%,115.41,-0.31%,52.19,55.1,1196.6,16.828,3.1664,1.18222,-0.35,1.16
12/01/2017,789.884,3.945,9.79979,0.255699009,0.00214804,0.8224,0.44%,0.9423,-0.28%,6.8915,-0.67%,114.72,-0.60%,53.01,56.01,1199.8,16.825,3.2247,1.1825,-0.291,1.16
13/01/2017,807.794,4.03001,9.75,0.00659646,0.000208858,0.8212,-0.15%,0.9395,-0.30%,6.9005,0.13%,114.53,-0.17%,52.36,55.45,1196.2,16.765,3.1331,0.69278,-0.352,0.66
17/01/2017,832.806,3.88106,9.6081,0.00680049,0.000215367,0.8055,-2.95%,0.9334,-1.04%,6.8546,-0.67%,112.64,-1.37%,52.45,55.47,1212.9,17.148,3.1831,0.69,-0.352,0.66
18/01/2017,906.393,3.99982,10.23208,0.00670942,0.0002078,0.8157,1.27%,0.9406,0.77%,6.839,-0.23%,114.67,1.80%,51.12,53.92,1212.1,17.274,3.0581,0.68944,-0.352,0.66
19/01/2017,892.312,3.9,10.35,0.00703364,0.000210597,0.8103,-0.66%,0.9377,-0.31%,6.8712,0.47%,114.87,0.17%,51.39,54.16,1201.5,17.002,3.0831,0.69,-0.351,0.66
20/01/2017,900.501,3.9,10.44988,0.00667528,0.000208534,0.8081,-0.27%,0.9344,-0.35%,6.8765,0.08%,114.62,-0.22%,52.33,55.49,1204.9,17.032,3.1414,0.68833,-0.351,0.66
23/01/2017,925.01,3.82689,10.78807,0.00669729,0.000208135,0.7977,-1.29%,0.929,-0.58%,6.8539,-0.33%,112.7,-1.68%,52.77,55.23,1218.5,17.186,3.3164,0.68889,-0.353,0.66
24/01/2017,917.968,3.82748,10.80851,0.00653998,0.000202261,0.7987,0.13%,0.9319,0.31%,6.859,0.07%,113.8,0.98%,52.38,55.44,1213.6,17.185,3.1831,0.68833,-0.353,0.66
25/01/2017,887.845,3.72,10.5,0.00651289,0.000203735,0.7915,-0.90%,0.9304,-0.16%,6.8836,0.36%,113.28,-0.46%,52.14,55.08,1200.5,16.98,3.3164,0.68833,-0.354,0.66
26/01/2017,896.89,3.71801,10.50829,0.00668965,0.00020805,0.7941,0.33%,0.9361,0.61%,6.8817,-0.03%,114.53,1.10%,53.24,56.24,1192.5,16.85,3.2081,0.68722,-0.352,0.66
27/01/2017,914.926,3.89417,10.54,0.00641529,0.000204315,0.7965,0.30%,0.9346,-0.16%,6.8817,0.00%,115.08,0.48%,53.18,55.52,1191.1,17.136,3.2164,0.69,-0.351,0.66
30/01/2017,915.702,3.89,10.43361,0.00638051,0.000207922,0.8009,0.55%,0.9351,0.05%,6.8817,0.00%,113.78,-1.13%,52.63,55.23,1196.0,17.152,3.0831,0.69167,-0.35,0.66
31/01/2017,920.58,4.1421,10.43576,0.00631431,0.000205666,0.795,-0.74%,0.9261,-0.96%,6.8817,0.00%,112.8,-0.86%,52.75,55.7,1211.4,17.543,3.0331,0.69,-0.345,0.56
02/02/2017,988.789,4.07618,10.6655,0.00646913,0.000211405,0.7982,1.03%,0.9295,0.10%,6.8817,0.00%,112.81,-0.39%,53.55,56.56,1219.4,17.429,3.2664,0.68833,-0.351,0.66
03/02/2017,1009.996,4.05572,10.7705,0.00599086,0.0002055,0.8008,0.33%,0.9273,-0.24%,6.8697,-0.17%,112.7,-0.10%,53.81,56.81,1220.8,17.479,3.0498,0.68278,-0.351,0.66
06/02/2017,1017.86,3.94289,11.25399,0.303447992,0.00302616,0.802,0.15%,0.9302,0.31%,6.863,-0.10%,111.75,-0.84%,53.01,55.72,1232.1,17.693,2.9581,0.93111,-0.331,0.91
08/02/2017,1050.998,3.96041,11.43001,0.173113003,0.00178833,0.7974,-0.25%,0.9346,-0.16%,6.8723,-0.17%,111.94,-0.40%,52.37,55.12,1239.5,17.705,3.0248,1.17722,-0.354,1.16
10/02/2017,988.3,3.76972,10.93949,0.202675998,0.00108536,0.8005,0.02%,0.9397,0.13%,6.8785,0.14%,113.22,-0.03%,53.84,56.7,1235.9,17.933,3.2497,1.18,-0.356,1.16
13/02/2017,1001.017,3.79486,11.3649,0.00625142,0.000207824,0.7984,-0.26%,0.9435,0.40%,6.8815,0.04%,113.75,0.47%,52.96,55.59,1225.8,17.821,3.3497,0.68722,-0.354,0.66
14/02/2017,996.394,3.78359,11.31341,0.00627846,0.000208628,0.802,0.45%,0.9454,0.20%,6.8674,-0.20%,114.26,0.45%,53.21,55.97,1225.4,17.889,3.3747,0.68722,-0.353,0.66
15/02/2017,1016.472,3.84348,13.1847,0.00614739,0.00020907,0.8026,0.07%,0.9433,-0.22%,6.8711,0.05%,114.17,-0.08%,53.11,55.75,1233.1,18.033,3.4247,0.68556,-0.353,0.66
16/02/2017,1015.75,3.90418,12.99848,0.0060273,0.000207491,0.8007,-0.24%,0.9369,-0.68%,6.8537,-0.25%,113.23,-0.82%,53.41,55.65,1241.6,18.146,3.3497,0.68611,-0.354,0.66
17/02/2017,1038.501,3.84123,12.9,0.00593549,0.000208676,0.8055,0.60%,0.9422,0.57%,6.8665,0.19%,112.88,-0.31%,53.41,55.81,1239.1,18.103,3.3164,0.68611,-0.355,0.66
21/02/2017,1085.45,3.80757,12.47,0.00583183,0.00020843,0.8018,-0.09%,0.949,0.72%,6.8841,0.08%,113.69,0.52%,54.02,56.66,1238.9,18.074,3.4081,0.68611,-0.356,0.66
22/02/2017,1128.458,3.81157,12.78238,0.00585956,0.000201662,0.8032,0.17%,0.9473,-0.18%,6.8777,-0.09%,113.3,-0.34%,53.61,55.84,1233.3,18.022,3.3831,0.68333,-0.36,0.66
23/02/2017,1125.679,3.912,12.69549,0.00589478,0.00020757,0.7964,-0.85%,0.945,-0.24%,6.8661,-0.17%,112.59,-0.63%,54.48,56.58,1251.4,18.185,3.2414,0.68333,-0.356,0.66
24/02/2017,1182.0,3.88249,13.09401,0.0057006,0.000207775,0.8021,0.72%,0.9467,0.18%,6.869,0.04%,112.19,-0.36%,53.99,55.99,1258.3,18.406,3.1831,0.68278,-0.359,0.66
27/02/2017,1167.0,3.89328,14.43998,0.00560862,0.000208376,0.8037,0.20%,0.9446,-0.22%,6.8708,0.03%,112.7,0.45%,54.04,55.93,1258.8,18.417,3.2747,0.68333,-0.357,0.66
28/02/2017,1190.212,3.83075,15.37071,0.00553564,0.000204978,0.8077,0.50%,0.9455,0.10%,6.8678,-0.04%,112.78,0.07%,54,55.59,1253.9,18.469,3.1498,0.68056,-0.345,0.57
